customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Probability_percent,Risk_Level,Retention_Action
0121-SNYRK,Male,0,No,No,50,DSL,Yes,Yes,One year,Yes,Mailed check,35.4,1748.9,0,0.0366813715357686,3.66813715357686,Low Risk,Regular engagement
1768-ZAIFU,Female,1,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,1,0.6782347007244233,67.82347007244233,Medium Risk,Protective Engagement
4671-LXRDQ,Male,0,No,No,2,DSL,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,1,0.4314955501890737,43.14955501890737,Medium Risk,Protective Engagement
3733-LSYCE,Female,0,Yes,No,15,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,0,0.3690024580435782,36.900245804357816,Low Risk,Regular engagement
6265-FRMTQ,Male,0,No,No,31,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,0,0.013832687420555012,1.3832687420555012,Low Risk,Regular engagement
1934-SJVJK,Male,0,No,No,1,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,0.19256377924575815,19.256377924575816,Low Risk,Regular engagement
3838-OZURD,Male,0,Yes,No,66,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,1,0.33480978517200327,33.48097851720033,Low Risk,Regular engagement
1371-DWPAZ,Female,0,Yes,Yes,0,DSL,Yes,Yes,Two year,No,Credit card (automatic),56.05,0.0,0,0.07329158471436871,7.329158471436871,Low Risk,Regular engagement
9269-CQOOL,Male,0,No,Yes,3,DSL,No,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1,0.39808926214621476,39.80892621462148,Low Risk,Regular engagement
2017-CCBLH,Female,0,No,No,8,No,No internet service,No internet service,Two year,No,Mailed check,20.0,141.6,0,0.04118123788593157,4.118123788593157,Low Risk,Regular engagement
7690-KPNCU,Male,0,Yes,Yes,64,DSL,Yes,No,One year,Yes,Credit card (automatic),73.05,4688.65,0,0.03422744803525745,3.422744803525745,Low Risk,Regular engagement
0536-BGFMZ,Female,0,Yes,No,28,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,0,0.06409972003341548,6.409972003341548,Low Risk,Regular engagement
2293-IJWPS,Female,0,Yes,No,57,Fiber optic,No,No,One year,Yes,Credit card (automatic),100.75,5985.0,0,0.25672827383643704,25.672827383643703,Low Risk,Regular engagement
2845-HSJCY,Female,0,Yes,Yes,14,Fiber optic,No,No,Month-to-month,Yes,Electronic check,87.25,1258.6,1,0.6924575599909787,69.24575599909787,Medium Risk,Protective Engagement
5469-NUJUR,Male,0,No,No,19,No,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,0,0.037145516248827046,3.7145516248827044,Low Risk,Regular engagement
1184-PJVDB,Male,0,Yes,No,10,Fiber optic,No,No,Month-to-month,Yes,Electronic check,79.95,857.2,1,0.6995522750495698,69.95522750495698,Medium Risk,Protective Engagement
2625-TRCZQ,Female,0,Yes,No,51,DSL,No,No,Month-to-month,Yes,Electronic check,49.65,2553.35,0,0.2612237968579498,26.12237968579498,Low Risk,Regular engagement
4102-HLENU,Female,0,Yes,No,67,DSL,Yes,No,Two year,No,Mailed check,65.65,4322.85,0,0.008873147637258723,0.8873147637258723,Low Risk,Regular engagement
7266-GSSJX,Male,0,Yes,Yes,11,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,0,0.1944105466583928,19.44105466583928,Low Risk,Regular engagement
7722-VJRQD,Male,0,Yes,Yes,72,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,0,0.009211345212379986,0.9211345212379987,Low Risk,Regular engagement
7073-QETQY,Male,0,Yes,Yes,66,No,No internet service,No internet service,One year,Yes,Electronic check,20.35,1359.5,0,0.009566254894580281,0.9566254894580282,Low Risk,Regular engagement
9415-DPEWS,Female,0,No,No,18,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,88.35,1639.3,1,0.6306655914035644,63.06655914035644,Medium Risk,Protective Engagement
5624-RYAMH,Female,0,No,No,9,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,0,0.24495554396454078,24.49555439645408,Low Risk,Regular engagement
0196-JTUQI,Female,0,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,0,0.6084975554389261,60.84975554389261,Medium Risk,Protective Engagement
7130-YXBRO,Male,0,Yes,No,48,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,0,0.34777054853331363,34.777054853331364,Low Risk,Regular engagement
9272-LSVYH,Male,0,No,No,10,Fiber optic,No,No,Month-to-month,No,Mailed check,70.15,735.5,0,0.47275458640095197,47.275458640095195,Medium Risk,Protective Engagement
7943-RQCHR,Female,0,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.75,889.9,1,0.7976320671300251,79.7632067130025,High Risk,Immediate retention intervention
3793-MMFUH,Female,1,No,No,13,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.05,1290.0,1,0.8013790094505292,80.13790094505292,High Risk,Immediate retention intervention
3249-ZPQRG,Male,0,No,No,4,Fiber optic,No,No,Month-to-month,No,Electronic check,78.45,330.05,1,0.6380335049746112,63.80335049746112,Medium Risk,Protective Engagement
2568-BRGYX,Male,0,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,1,0.680494271812726,68.0494271812726,Medium Risk,Protective Engagement
3084-DOWLE,Female,0,Yes,No,72,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,0,0.010667733921991917,1.0667733921991918,Low Risk,Regular engagement
1084-MNSMJ,Female,0,Yes,Yes,51,DSL,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,0,0.011739409202642825,1.1739409202642825,Low Risk,Regular engagement
7721-JXEAW,Male,0,Yes,No,59,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,1,0.10996624484949791,10.996624484949791,Low Risk,Regular engagement
7249-WBIYX,Male,0,Yes,No,10,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,0.7503079759675139,75.03079759675138,High Risk,Immediate retention intervention
4238-HFHSN,Male,1,Yes,No,61,Fiber optic,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,0,0.30002271191252133,30.002271191252134,Low Risk,Regular engagement
6250-CGGUN,Male,0,No,No,54,Fiber optic,Yes,Yes,One year,No,Electronic check,84.4,4484.05,0,0.06346468152127073,6.346468152127073,Low Risk,Regular engagement
5478-JJVZK,Female,0,No,No,33,DSL,Yes,No,Month-to-month,Yes,Mailed check,60.9,2033.85,0,0.1458883603796444,14.58883603796444,Low Risk,Regular engagement
7596-IIWYC,Female,0,No,No,27,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,0,0.02345859230743377,2.3458592307433768,Low Risk,Regular engagement
6567-HOOPW,Female,1,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,79.2,79.2,1,0.7764603568532747,77.64603568532748,High Risk,Immediate retention intervention
9793-WECQC,Male,0,No,No,23,Fiber optic,No,No,Month-to-month,No,Mailed check,95.3,2192.9,0,0.45681028244750704,45.681028244750706,Medium Risk,Protective Engagement
4291-HPAXL,Male,0,No,Yes,1,No,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0.1610089094851915,16.10089094851915,Low Risk,Regular engagement
8999-YPYBV,Male,0,Yes,Yes,45,DSL,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,0,0.023612942902420685,2.3612942902420686,Low Risk,Regular engagement
1839-FBNFR,Female,0,Yes,Yes,39,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,0,0.011500698214991275,1.1500698214991274,Low Risk,Regular engagement
3164-AALRN,Male,0,No,No,5,DSL,No,No,One year,Yes,Mailed check,70.0,347.4,1,0.3383513753361805,33.835137533618045,Low Risk,Regular engagement
3071-MVJCD,Male,0,Yes,Yes,72,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),82.3,5815.15,0,0.00597766684921266,0.597766684921266,Low Risk,Regular engagement
1697-BCSHV,Female,0,Yes,Yes,58,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,0,0.09534593457820469,9.534593457820469,Low Risk,Regular engagement
0562-KBDVM,Female,0,No,No,70,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.6,3058.15,0,0.0070930637566892114,0.7093063756689212,Low Risk,Regular engagement
1131-SUEKT,Male,0,Yes,Yes,61,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,0,0.10664500875483392,10.664500875483391,Low Risk,Regular engagement
3717-OEAUQ,Male,0,No,No,2,Fiber optic,No,No,Month-to-month,No,Mailed check,70.7,129.2,0,0.5349349068169914,53.49349068169914,Medium Risk,Protective Engagement
4538-WNTMJ,Female,0,Yes,Yes,46,No,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,0,0.016640952668575522,1.6640952668575522,Low Risk,Regular engagement
3334-CTHOL,Female,0,No,No,1,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,1,0.487821439322182,48.782143932218204,Medium Risk,Protective Engagement
4704-ERYFC,Female,0,Yes,No,22,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,1,0.5437827644230624,54.37827644230624,Medium Risk,Protective Engagement
9432-RUVSL,Female,0,No,No,48,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,0,0.07386552768103434,7.386552768103434,Low Risk,Regular engagement
8060-HIWJJ,Male,0,No,No,64,DSL,No,Yes,Two year,No,Credit card (automatic),86.55,5632.55,0,0.01966342688851816,1.966342688851816,Low Risk,Regular engagement
7684-XSZIY,Male,0,Yes,Yes,72,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,0,0.0025137701698612195,0.25137701698612197,Low Risk,Regular engagement
9089-UOWJG,Female,0,Yes,Yes,12,DSL,No,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,0,0.3234591770982671,32.34591770982671,Low Risk,Regular engagement
8621-MNIHH,Female,1,Yes,No,34,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.25,3217.55,1,0.5934087224488905,59.340872244889056,Medium Risk,Protective Engagement
8039-ACLPL,Female,0,Yes,Yes,72,DSL,Yes,No,Two year,No,Credit card (automatic),68.75,4888.2,0,0.005597580485325376,0.5597580485325376,Low Risk,Regular engagement
9885-AIBVB,Male,0,Yes,No,29,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,0,0.5159513388486909,51.59513388486909,Medium Risk,Protective Engagement
1934-MKPXS,Male,0,Yes,Yes,33,No,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,0,0.01938777494578887,1.9387774945788872,Low Risk,Regular engagement
2592-YKDIF,Female,0,No,No,1,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,0,0.18820938082472344,18.820938082472345,Low Risk,Regular engagement
2272-JKMSI,Female,0,Yes,Yes,62,Fiber optic,No,Yes,One year,Yes,Electronic check,110.8,6840.95,0,0.18457598964655647,18.45759896465565,Low Risk,Regular engagement
0471-LVHGK,Male,0,Yes,No,41,DSL,No,No,One year,Yes,Electronic check,73.0,3001.2,1,0.22976802020854015,22.976802020854016,Low Risk,Regular engagement
9518-RWHZL,Female,0,No,No,64,Fiber optic,No,No,One year,Yes,Credit card (automatic),100.05,6254.2,1,0.2050539620929116,20.50539620929116,Low Risk,Regular engagement
8714-CTZJW,Female,0,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),82.85,319.6,0,0.6432379670029388,64.32379670029388,Medium Risk,Protective Engagement
3569-EDBPQ,Female,0,No,No,24,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,84.35,1938.05,0,0.4067142086545366,40.67142086545366,Medium Risk,Protective Engagement
3131-NWVFJ,Female,0,Yes,Yes,14,No,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,0,0.05032709775447544,5.032709775447544,Low Risk,Regular engagement
7521-YXVZY,Male,0,No,Yes,3,No,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,0,0.14857967314536286,14.857967314536285,Low Risk,Regular engagement
5419-CONWX,Female,1,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,0.6781867552250602,67.81867552250603,Medium Risk,Protective Engagement
6240-EURKS,Female,0,No,Yes,18,DSL,No,No,Month-to-month,Yes,Electronic check,35.0,553.0,1,0.4668029840146785,46.68029840146785,Medium Risk,Protective Engagement
2373-NTKOD,Male,0,No,No,8,DSL,No,No,Month-to-month,Yes,Electronic check,66.25,546.45,0,0.5587455048647608,55.87455048647608,Medium Risk,Protective Engagement
1970-KKFWL,Female,0,No,No,35,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,0,0.016317714017187936,1.6317714017187936,Low Risk,Regular engagement
6960-HVYXR,Female,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,76.0,76.0,1,0.6766276971791543,67.66276971791542,Medium Risk,Protective Engagement
9337-SRRNI,Male,0,No,Yes,66,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,0,0.004549066350883795,0.45490663508837953,Low Risk,Regular engagement
0895-UADGO,Male,0,No,Yes,8,DSL,Yes,Yes,Two year,Yes,Mailed check,44.55,343.45,0,0.10731495601291391,10.73149560129139,Low Risk,Regular engagement
5678-VFNEQ,Female,0,Yes,No,71,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),104.1,7412.25,0,0.13934144297832193,13.934144297832193,Low Risk,Regular engagement
5977-CKHON,Female,0,Yes,Yes,43,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0,0.3621687324686843,36.21687324686843,Low Risk,Regular engagement
7024-OHCCK,Female,1,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,93.85,170.85,1,0.8497571611215005,84.97571611215005,High Risk,Immediate retention intervention
2692-BUCFV,Male,1,No,No,29,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,0,0.5140192840011027,51.40192840011027,Medium Risk,Protective Engagement
7861-UVUFT,Female,0,Yes,No,15,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,0.6574251854090011,65.74251854090011,Medium Risk,Protective Engagement
1830-GGFNM,Male,0,Yes,Yes,65,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),94.55,6078.75,0,0.01676289162042357,1.6762891620423568,Low Risk,Regular engagement
5302-BDJNT,Male,0,No,No,35,Fiber optic,No,Yes,Month-to-month,No,Electronic check,95.5,3418.2,0,0.4075633959570287,40.75633959570287,Medium Risk,Protective Engagement
5223-UZAVK,Male,0,No,No,64,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),100.3,6603.8,0,0.10827275488385467,10.827275488385467,Low Risk,Regular engagement
4859-ZSRDZ,Female,0,Yes,Yes,58,DSL,No,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,0,0.02847979130195199,2.8479791301951987,Low Risk,Regular engagement
5651-WYIPH,Female,1,No,No,18,DSL,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,0,0.25579050275482923,25.579050275482924,Low Risk,Regular engagement
9350-VLHMB,Male,0,Yes,Yes,67,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,0,0.21922517913823114,21.922517913823114,Low Risk,Regular engagement
3498-LZGQZ,Male,0,Yes,Yes,63,No,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,0,0.004199256153756884,0.4199256153756884,Low Risk,Regular engagement
8785-CJSHH,Female,0,Yes,No,60,Fiber optic,No,No,Month-to-month,Yes,Electronic check,99.8,5985.75,0,0.44938379661044675,44.93837966104468,Medium Risk,Protective Engagement
5357-TZHPP,Male,1,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,0.7058369130808575,70.58369130808575,High Risk,Immediate retention intervention
3870-SPZSI,Female,0,Yes,Yes,70,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,0,0.04387024872862489,4.387024872862489,Low Risk,Regular engagement
0680-DFNNY,Male,0,Yes,No,15,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.1,1504.05,1,0.7630954095599369,76.3095409559937,High Risk,Immediate retention intervention
7560-QRBXH,Female,0,No,Yes,48,No,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,0,0.010582041218311258,1.0582041218311258,Low Risk,Regular engagement
7077-XJMET,Male,0,Yes,No,12,DSL,No,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,0,0.43780054531665347,43.78005453166535,Medium Risk,Protective Engagement
8752-GHJFU,Male,1,Yes,No,71,Fiber optic,Yes,Yes,One year,Yes,Electronic check,92.0,6585.2,0,0.08647362042908306,8.647362042908306,Low Risk,Regular engagement
6896-SRVYQ,Male,1,No,No,44,Fiber optic,No,No,Month-to-month,No,Electronic check,73.85,3122.4,0,0.30300920040793794,30.300920040793795,Low Risk,Regular engagement
7767-UXAGJ,Male,0,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,0.5846352302784481,58.46352302784481,Medium Risk,Protective Engagement
4652-ODEVH,Male,0,Yes,Yes,45,No,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,0,0.009217443655800116,0.9217443655800116,Low Risk,Regular engagement
6510-UPNKS,Female,0,No,No,23,No,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,0,0.049972035758446186,4.997203575844619,Low Risk,Regular engagement
6718-BDGHG,Female,0,Yes,No,43,DSL,No,Yes,One year,Yes,Bank transfer (automatic),64.85,2908.2,0,0.0872503352568747,8.72503352568747,Low Risk,Regular engagement
9046-DQMTP,Male,0,No,No,35,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,0,0.04404273103945345,4.404273103945345,Low Risk,Regular engagement
6439-LAJXL,Male,0,Yes,No,9,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,68.95,593.85,0,0.22847268046358,22.847268046358,Low Risk,Regular engagement
1571-SAVHK,Male,0,No,No,12,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,1,0.6482229980291989,64.82229980291989,Medium Risk,Protective Engagement
9052-VKDUW,Female,1,Yes,No,65,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,0,0.2889032754242923,28.89032754242923,Low Risk,Regular engagement
9546-CQJSU,Female,0,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,91.4,193.6,1,0.7778991359513966,77.78991359513967,High Risk,Immediate retention intervention
1666-JZPZT,Male,0,No,No,27,DSL,No,No,Month-to-month,No,Mailed check,49.0,1291.35,0,0.2109040493749258,21.09040493749258,Low Risk,Regular engagement
5777-KJIRB,Female,0,No,No,40,DSL,No,No,One year,Yes,Mailed check,50.25,2023.55,0,0.07393865509103818,7.393865509103819,Low Risk,Regular engagement
0506-LVNGN,Female,1,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,0.5951380787558778,59.51380787558777,Medium Risk,Protective Engagement
7677-SJJJK,Male,0,Yes,Yes,8,No,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0,0.059279781017198184,5.927978101719819,Low Risk,Regular engagement
2480-EJWYP,Female,1,Yes,No,58,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),97.8,5458.8,0,0.24909181553120746,24.909181553120746,Low Risk,Regular engagement
3253-HKOKL,Female,0,Yes,Yes,52,Fiber optic,Yes,No,One year,No,Electronic check,100.3,5244.45,0,0.13512129009745022,13.512129009745022,Low Risk,Regular engagement
7055-HNEOJ,Male,0,Yes,No,3,DSL,No,Yes,Month-to-month,Yes,Mailed check,55.8,154.55,0,0.32511870042201496,32.511870042201494,Low Risk,Regular engagement
5514-YQENT,Male,0,No,Yes,41,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,0,0.08751857262087133,8.751857262087134,Low Risk,Regular engagement
3211-AAPKX,Male,0,No,No,20,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,0,0.6116445404586199,61.164454045861994,Medium Risk,Protective Engagement
8445-DNBAE,Male,0,No,Yes,1,DSL,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,0,0.531846357249573,53.184635724957296,Medium Risk,Protective Engagement
2951-QOQTK,Male,0,No,Yes,4,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),80.8,332.45,1,0.41539394978821054,41.53939497882105,Medium Risk,Protective Engagement
2958-NHPPS,Male,0,No,No,23,No,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,0,0.10404121291576898,10.404121291576898,Low Risk,Regular engagement
6806-YDEUL,Female,1,No,No,6,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,0,0.16781692816871135,16.781692816871136,Low Risk,Regular engagement
1735-XMJVH,Male,0,Yes,Yes,8,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,0,0.17281235873912967,17.281235873912966,Low Risk,Regular engagement
6890-PFRQX,Male,0,No,No,18,DSL,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,0,0.24101258298217476,24.101258298217477,Low Risk,Regular engagement
0222-CNVPT,Male,1,No,No,52,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0,0.17044409870032448,17.04440987003245,Low Risk,Regular engagement
5899-OUVKV,Male,0,No,No,31,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.5,2979.2,0,0.5751613419293369,57.51613419293369,Medium Risk,Protective Engagement
8681-ICONS,Male,0,Yes,Yes,29,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,0,0.07248095585230481,7.248095585230481,Low Risk,Regular engagement
1621-YNCJH,Female,0,Yes,No,36,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,0,0.0856463934197356,8.56463934197356,Low Risk,Regular engagement
3473-XIIIT,Female,0,Yes,No,16,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.0,1534.75,1,0.7312541964481981,73.12541964481981,High Risk,Immediate retention intervention
6362-QHAFM,Male,0,Yes,No,42,Fiber optic,No,Yes,One year,Yes,Electronic check,108.3,4586.15,0,0.3457693426187936,34.57693426187936,Low Risk,Regular engagement
7893-IXHRQ,Male,0,No,No,1,No,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,1,0.24252085535777962,24.25208553577796,Low Risk,Regular engagement
3070-BDOQC,Female,0,No,No,60,Fiber optic,No,No,Two year,Yes,Electronic check,99.65,5941.05,0,0.1269713271356384,12.69713271356384,Low Risk,Regular engagement
2952-QAYZF,Male,0,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,1,0.6921954308520654,69.21954308520654,Medium Risk,Protective Engagement
6234-PFPXL,Male,0,Yes,No,22,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),95.9,2234.95,0,0.31500676755053425,31.500676755053426,Low Risk,Regular engagement
9824-QCJPK,Male,0,Yes,No,36,No,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,0,0.023520784490123865,2.3520784490123865,Low Risk,Regular engagement
4763-PGDPO,Female,0,No,No,4,Fiber optic,No,No,Month-to-month,No,Electronic check,70.4,281.0,1,0.5907770181071352,59.07770181071352,Medium Risk,Protective Engagement
4283-IVYCI,Male,0,No,No,9,DSL,Yes,Yes,Month-to-month,No,Mailed check,64.95,547.8,0,0.18659753927577363,18.659753927577363,Low Risk,Regular engagement
1866-OBPNR,Male,0,Yes,Yes,1,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,0,0.43056818131726793,43.05681813172679,Medium Risk,Protective Engagement
8205-MQUGY,Male,0,Yes,Yes,12,DSL,Yes,No,Month-to-month,Yes,Electronic check,49.2,571.15,0,0.27467052758679494,27.467052758679493,Low Risk,Regular engagement
8970-ANWXO,Female,0,No,No,23,DSL,No,Yes,One year,Yes,Mailed check,73.75,1756.6,0,0.21578887626103965,21.578887626103967,Low Risk,Regular engagement
9480-BQJEI,Male,0,No,No,62,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),92.3,5731.45,0,0.11725767175831754,11.725767175831754,Low Risk,Regular engagement
5394-SVGJV,Male,0,No,No,37,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,1,0.3704086588547159,37.04086588547159,Low Risk,Regular engagement
6979-TNDEU,Female,0,No,No,8,No,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,0,0.1482861422187922,14.828614221879219,Low Risk,Regular engagement
9777-WJJPR,Male,0,Yes,No,31,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,0,0.42506077435360856,42.50607743536086,Medium Risk,Protective Engagement
9283-LZQOH,Male,0,Yes,Yes,13,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1,0.5351807633815694,53.51807633815694,Medium Risk,Protective Engagement
7079-QRCBC,Female,0,No,No,24,Fiber optic,No,No,Month-to-month,Yes,Electronic check,98.75,2407.3,1,0.7207879689778227,72.07879689778227,High Risk,Immediate retention intervention
9495-SKLKD,Male,0,Yes,Yes,45,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,0,0.336440678731219,33.644067873121905,Low Risk,Regular engagement
6048-UWKAL,Female,1,Yes,No,69,Fiber optic,No,Yes,Two year,No,Credit card (automatic),105.4,6998.95,0,0.05556221860510479,5.556221860510479,Low Risk,Regular engagement
5067-DGXLL,Male,0,No,No,2,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,0,0.18496468483493764,18.496468483493764,Low Risk,Regular engagement
5469-CTCWN,Male,0,Yes,Yes,61,Fiber optic,Yes,No,One year,Yes,Electronic check,106.0,6547.7,1,0.18298842201460472,18.29884220146047,Low Risk,Regular engagement
9851-QXEEQ,Male,0,No,No,41,Fiber optic,No,No,Month-to-month,Yes,Electronic check,104.7,4346.4,1,0.5855518017270332,58.555180172703324,Medium Risk,Protective Engagement
6281-FKEWS,Female,0,No,No,44,DSL,No,No,One year,Yes,Electronic check,49.05,2265.0,0,0.21044614664605948,21.044614664605948,Low Risk,Regular engagement
8898-KASCD,Male,0,No,No,39,DSL,No,Yes,One year,No,Mailed check,35.55,1309.15,0,0.05709949579637973,5.709949579637973,Low Risk,Regular engagement
9242-TKFSV,Male,0,Yes,Yes,72,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,0,0.011599919366379966,1.1599919366379967,Low Risk,Regular engagement
9290-SHCMB,Female,1,No,No,13,Fiber optic,No,No,Month-to-month,Yes,Electronic check,96.85,1235.55,0,0.7314192261227326,73.14192261227326,High Risk,Immediate retention intervention
0743-HNPFG,Female,0,Yes,Yes,51,DSL,Yes,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,0,0.02306572495242307,2.3065724952423072,Low Risk,Regular engagement
2277-BKJKN,Female,1,Yes,No,71,Fiber optic,No,No,Two year,Yes,Electronic check,99.2,7213.75,0,0.11759432018361554,11.759432018361554,Low Risk,Regular engagement
